Date,Actual_Close,Predicted_Trend,ARIMA_Forecast
2022-10-26 00:00:00-04:00,147.19593811035156,1,149.9395279391133
2022-10-27 00:00:00-04:00,142.71157836914062,0,147.18227171725385
2022-10-28 00:00:00-04:00,153.49378967285156,0,143.06141135279668
2022-10-31 00:00:00-04:00,151.12840270996094,0,153.29648671502616
2022-11-01 00:00:00-04:00,148.4771728515625,0,151.1504117663804
2022-11-02 00:00:00-04:00,142.93826293945312,1,148.39430451665805
2022-11-03 00:00:00-04:00,136.87696838378906,0,143.02435534038125
2022-11-04 00:00:00-04:00,136.6104278564453,0,137.71450881688497
2022-11-07 00:00:00-05:00,137.14349365234375,1,136.74924543071896
2022-11-08 00:00:00-05:00,137.71612548828125,0,137.12217634046226
2022-11-09 00:00:00-05:00,133.14529418945312,0,137.4861806320224
2022-11-10 00:00:00-05:00,144.9918212890625,0,133.05964835145656
2022-11-11 00:00:00-05:00,147.78564453125,1,144.62213672286236
2022-11-14 00:00:00-05:00,146.3837890625,1,147.47925446630785
2022-11-15 00:00:00-05:00,148.1212921142578,1,146.2595561601418
2022-11-16 00:00:00-05:00,146.8872833251953,0,147.82371166337606
2022-11-17 00:00:00-05:00,148.7926025390625,1,147.3757957894632
2022-11-18 00:00:00-05:00,149.3552703857422,1,148.84262967790818
2022-11-21 00:00:00-05:00,146.1172332763672,0,149.24237899165843
2022-11-22 00:00:00-05:00,148.259521484375,0,146.27838789416714
2022-11-23 00:00:00-05:00,149.1381378173828,1,148.18888496951936
2022-11-25 00:00:00-05:00,146.21597290039062,0,149.17013645336343
2022-11-28 00:00:00-05:00,142.375732421875,1,146.31502545447847
2022-11-29 00:00:00-05:00,139.3647003173828,0,142.44308852582427
2022-11-30 00:00:00-05:00,146.13699340820312,1,139.69065293412476
2022-12-01 00:00:00-05:00,146.41342163085938,1,146.0421409669151
2022-12-02 00:00:00-05:00,145.91981506347656,1,146.18083355103516
2022-12-05 00:00:00-05:00,144.7549285888672,1,145.70256535198328
2022-12-06 00:00:00-05:00,141.0824737548828,0,144.6619083477271
2022-12-07 00:00:00-05:00,139.13768005371094,0,141.5275022877364
2022-12-08 00:00:00-05:00,140.82577514648438,0,139.3264285878137
2022-12-09 00:00:00-05:00,140.34207153320312,0,140.83824477304898
2022-12-12 00:00:00-05:00,142.64230346679688,0,140.31353694091086
2022-12-13 00:00:00-05:00,143.60975646972656,0,142.4035434565282
2022-12-14 00:00:00-05:00,141.3786163330078,1,143.4408085353883
2022-12-15 00:00:00-05:00,134.7544403076172,1,141.4816170942806
2022-12-16 00:00:00-05:00,132.78990173339844,1,135.02137116065157
2022-12-19 00:00:00-05:00,130.67727661132812,1,133.13767352278236
2022-12-20 00:00:00-05:00,130.608154296875,1,130.93723704147325
2022-12-21 00:00:00-05:00,133.71786499023438,1,130.62116831558362
2022-12-22 00:00:00-05:00,130.53904724121094,1,133.36928812470492
2022-12-23 00:00:00-05:00,130.1737823486328,1,130.51905958669414
2022-12-27 00:00:00-05:00,128.36720275878906,1,130.13774617633143
2022-12-28 00:00:00-05:00,124.42821502685548,1,128.47197560290056
2022-12-29 00:00:00-05:00,127.95256805419922,1,124.76328829727959
2022-12-30 00:00:00-05:00,128.26846313476562,0,127.80637272142204
2023-01-03 00:00:00-05:00,123.47061920166016,1,128.21693540973328
2023-01-04 00:00:00-05:00,124.74412536621094,0,123.54509358004529
2023-01-05 00:00:00-05:00,123.42124938964844,1,124.6323212872915
2023-01-06 00:00:00-05:00,127.96243286132812,1,123.64423366041011
2023-01-09 00:00:00-05:00,128.4856719970703,0,127.83256665564625
2023-01-10 00:00:00-05:00,129.05821228027344,1,128.17970004117478
2023-01-11 00:00:00-05:00,131.78294372558594,0,129.02118371203846
2023-01-12 00:00:00-05:00,131.70396423339844,1,131.5878448093319
2023-01-13 00:00:00-05:00,133.0366973876953,0,131.81563664443195
2023-01-17 00:00:00-05:00,134.2016143798828,1,132.97078568722603
2023-01-18 00:00:00-05:00,133.48095703125,1,134.13927336347876
2023-01-19 00:00:00-05:00,133.54019165039062,1,133.57358885656686
2023-01-20 00:00:00-05:00,136.10693359375,1,133.53155148183467
2023-01-23 00:00:00-05:00,139.30551147460938,1,136.06490152461927
2023-01-24 00:00:00-05:00,140.7073516845703,0,139.1708012692316
2023-01-25 00:00:00-05:00,140.04591369628906,0,140.51635505043993
2023-01-26 00:00:00-05:00,142.1190643310547,1,139.9900588381812
2023-01-27 00:00:00-05:00,144.06385803222656,1,142.12722788542723
2023-01-30 00:00:00-05:00,141.17132568359375,1,144.07170592457715
2023-01-31 00:00:00-05:00,142.44479370117188,1,141.26911073557216
2023-02-01 00:00:00-05:00,143.57022094726562,1,142.4039860444192
2023-02-02 00:00:00-05:00,148.89134216308594,1,143.61008707635696
2023-02-03 00:00:00-05:00,152.52427673339844,0,148.73220775419642
2023-02-06 00:00:00-05:00,149.78968811035156,0,152.124854620363
2023-02-07 00:00:00-05:00,152.67234802246094,0,149.78813443365655
2023-02-08 00:00:00-05:00,149.9772491455078,0,152.60334182522823
2023-02-09 00:00:00-05:00,148.940673828125,1,150.2482838275764
2023-02-10 00:00:00-05:00,149.30650329589844,1,149.16200018057253
2023-02-13 00:00:00-05:00,152.11448669433594,1,149.23122462752212
2023-02-14 00:00:00-05:00,151.47181701660156,1,152.13656425268059
2023-02-15 00:00:00-05:00,153.57777404785156,0,151.3222746794191
2023-02-16 00:00:00-05:00,151.97604370117188,0,153.4325405212633
2023-02-17 00:00:00-05:00,150.8291473388672,1,152.00093089331753
2023-02-21 00:00:00-05:00,146.8050537109375,1,150.99834129119253
2023-02-22 00:00:00-05:00,147.23020935058594,0,146.97399824557132
2023-02-23 00:00:00-05:00,147.7146759033203,0,147.41297905552148
2023-02-24 00:00:00-05:00,145.05503845214844,0,147.67826029913837
2023-02-27 00:00:00-05:00,146.25137329101562,0,145.10991862427423
2023-02-28 00:00:00-05:00,145.74713134765625,0,146.0986024655931
2023-03-01 00:00:00-05:00,143.67080688476562,1,145.788134534256
2023-03-02 00:00:00-05:00,144.26405334472656,1,143.7765130080704
2023-03-03 00:00:00-05:00,149.32627868652344,1,144.18534982446764
2023-03-06 00:00:00-05:00,152.09474182128906,0,149.19391830183793
2023-03-07 00:00:00-05:00,149.88986206054688,1,151.8496757758207
2023-03-08 00:00:00-05:00,151.1455078125,1,149.759427551419
2023-03-09 00:00:00-05:00,148.89126586914062,0,151.11765609868064
2023-03-10 00:00:00-05:00,146.8248291015625,1,149.16939353467276
2023-03-13 00:00:00-04:00,148.77261352539062,1,147.05997198194862
2023-03-14 00:00:00-04:00,150.86866760253906,1,148.6820571797224
2023-03-15 00:00:00-04:00,151.26417541503906,1,150.82774759126445
2023-03-16 00:00:00-04:00,154.0919189453125,1,151.0923436334638
2023-03-17 00:00:00-04:00,153.2515106201172,0,153.85665847766626
2023-03-20 00:00:00-04:00,155.6244354248047,1,153.28274255494847
2023-03-21 00:00:00-04:00,157.4832305908203,1,155.59850213497094
2023-03-22 00:00:00-04:00,156.0496063232422,1,157.37219949439958
2023-03-23 00:00:00-04:00,157.1371612548828,1,156.14703373432414
2023-03-24 00:00:00-04:00,158.44227600097656,1,157.06223684785905
2023-03-27 00:00:00-04:00,156.4945068359375,0,158.4730389411804
2023-03-28 00:00:00-04:00,155.87161254882812,1,156.6047498549924
2023-03-29 00:00:00-04:00,158.9564208984375,0,155.8628562925291
2023-03-30 00:00:00-04:00,160.52847290039062,0,158.91588577460223
2023-03-31 00:00:00-04:00,163.03981018066406,0,160.4633490976631
2023-04-03 00:00:00-04:00,164.29547119140625,1,162.79085999763979
2023-04-04 00:00:00-04:00,163.7615966796875,0,164.13157907519795
2023-04-05 00:00:00-04:00,161.91268920898438,1,163.8378995731716
2023-04-06 00:00:00-04:00,162.8025360107422,0,162.03366958230126
2023-04-10 00:00:00-04:00,160.2021942138672,0,162.91412904343278
2023-04-11 00:00:00-04:00,158.98606872558594,1,160.35770873511092
2023-04-12 00:00:00-04:00,158.29397583007812,1,159.0678054600945
2023-04-13 00:00:00-04:00,163.69236755371094,0,158.30534741871946
2023-04-14 00:00:00-04:00,163.34632873535156,1,163.56159534885384
2023-04-17 00:00:00-04:00,163.36611938476562,1,163.14292589995344
2023-04-18 00:00:00-04:00,164.59213256835938,1,163.2576683320368
2023-04-19 00:00:00-04:00,165.73904418945312,1,164.50095267082762
2023-04-20 00:00:00-04:00,164.7700958251953,1,165.88321194531602
2023-04-21 00:00:00-04:00,163.15847778320312,1,164.7508673872167
2023-04-24 00:00:00-04:00,163.46499633789062,1,163.22460954518198
2023-04-25 00:00:00-04:00,161.92257690429688,1,163.5481227562787
2023-04-26 00:00:00-04:00,161.91268920898438,1,162.04518050343916
2023-04-27 00:00:00-04:00,166.51023864746094,1,161.9124508811351
2023-04-28 00:00:00-04:00,167.76589965820312,0,166.2876048350055
2023-05-01 00:00:00-04:00,167.6769256591797,0,167.62821275967124
2023-05-02 00:00:00-04:00,166.63877868652344,0,167.52995002214425
2023-05-03 00:00:00-04:00,165.56109619140625,0,166.6469990249992
2023-05-04 00:00:00-04:00,163.91978454589844,1,165.8072699748064
2023-05-05 00:00:00-04:00,171.61203002929688,0,164.07220124068314
2023-05-08 00:00:00-04:00,171.54278564453125,0,171.3682492797195
2023-05-09 00:00:00-04:00,169.8323211669922,0,171.3493321243186
2023-05-10 00:00:00-04:00,171.60214233398438,0,169.76354649747427
2023-05-11 00:00:00-04:00,171.7899627685547,1,171.4802995428362
2023-05-12 00:00:00-04:00,170.8593292236328,0,172.0714547681291
2023-05-15 00:00:00-04:00,170.36427307128906,0,170.8715887101678
2023-05-16 00:00:00-04:00,170.36427307128906,0,170.32760636609467
2023-05-17 00:00:00-04:00,170.97811889648438,1,170.45796827441114
2023-05-18 00:00:00-04:00,173.3147430419922,0,170.97186537435704
2023-05-19 00:00:00-04:00,173.4236297607422,0,173.1749800984375
2023-05-22 00:00:00-04:00,172.47317504882812,0,173.33707468264967
2023-05-23 00:00:00-04:00,169.8593292236328,1,172.47477284083686
2023-05-24 00:00:00-04:00,170.13653564453125,1,169.99665349104316
2023-05-25 00:00:00-04:00,171.27516174316406,1,170.29231097925154
2023-05-26 00:00:00-04:00,173.6909637451172,0,171.2664867655554
2023-05-30 00:00:00-04:00,175.54241943359375,0,173.53945828548592
2023-05-31 00:00:00-04:00,175.49290466308594,0,175.2942803393286
2023-06-01 00:00:00-04:00,178.3047332763672,0,175.42714807752324
2023-06-02 00:00:00-04:00,179.15623474121094,0,178.2101217503479
2023-06-05 00:00:00-04:00,177.79983520507812,0,179.14803425019358
2023-06-06 00:00:00-04:00,177.4335174560547,0,177.87013980640023
2023-06-07 00:00:00-04:00,176.05728149414062,0,177.45581429398547
2023-06-08 00:00:00-04:00,178.78001403808594,0,176.24569497746535
2023-06-09 00:00:00-04:00,179.1661376953125,0,178.75115995848222
2023-06-12 00:00:00-04:00,181.96807861328125,0,179.05248878320802
2023-06-13 00:00:00-04:00,181.49282836914065,0,181.80642897902817
2023-06-14 00:00:00-04:00,182.12648010253903,0,181.37537441540496
2023-06-15 00:00:00-04:00,184.16607666015625,0,182.18447026439063
2023-06-16 00:00:00-04:00,183.0868682861328,0,184.08374459834934
2023-06-20 00:00:00-04:00,183.17599487304688,0,183.1864724253046
2023-06-21 00:00:00-04:00,182.13641357421875,0,183.15005748468275
2023-06-22 00:00:00-04:00,185.1462554931641,0,182.20602465647147
2023-06-23 00:00:00-04:00,184.8294677734375,0,185.13907958230035
2023-06-26 00:00:00-04:00,183.4334259033203,0,184.7412253280721
2023-06-27 00:00:00-04:00,186.1957550048828,0,183.46321979735905
2023-06-28 00:00:00-04:00,187.3739471435547,0,186.07315721198165
2023-06-29 00:00:00-04:00,187.7105865478516,0,187.4036076292122
2023-06-30 00:00:00-04:00,192.04718017578125,0,187.62695987754782
2023-07-03 00:00:00-04:00,190.55213928222656,0,191.79077477271116
2023-07-05 00:00:00-04:00,189.433349609375,0,190.6101151308192
2023-07-06 00:00:00-04:00,189.90858459472656,0,189.5012783178877
2023-07-07 00:00:00-04:00,188.78977966308597,0,189.932932920267
2023-07-10 00:00:00-04:00,186.7403106689453,0,189.01533872688378
2023-07-11 00:00:00-04:00,186.215576171875,0,186.78368405191873
2023-07-12 00:00:00-04:00,187.88882446289065,0,186.2516132088392
2023-07-13 00:00:00-04:00,188.65118408203125,0,187.88629632416075
2023-07-14 00:00:00-04:00,188.7996826171875,0,188.5523963108635
2023-07-17 00:00:00-04:00,192.0669860839844,0,188.67450142989063
2023-07-18 00:00:00-04:00,191.8095550537109,0,191.90049811715537
2023-07-19 00:00:00-04:00,193.1659698486328,0,191.80525765800087
2023-07-20 00:00:00-04:00,191.21551513671875,0,193.10746798860723
2023-07-21 00:00:00-04:00,190.0372772216797,0,191.2559686334303
2023-07-24 00:00:00-04:00,190.8392333984375,0,190.24244273300937
2023-07-25 00:00:00-04:00,191.7006378173828,0,190.84567760528367
2023-07-26 00:00:00-04:00,192.5719146728516,0,191.72550023042606
2023-07-27 00:00:00-04:00,191.3045959472656,0,192.43423329183258
2023-07-28 00:00:00-04:00,193.8887481689453,0,191.2717876549917
2023-07-31 00:00:00-04:00,194.5025634765625,0,193.83640081035097
2023-08-01 00:00:00-04:00,193.67092895507807,0,194.46606102809494
2023-08-02 00:00:00-04:00,190.67095947265625,0,193.69486380616596
2023-08-03 00:00:00-04:00,189.27493286132807,0,190.73767243832623
2023-08-04 00:00:00-04:00,180.1859436035156,0,189.51068361090756
2023-08-07 00:00:00-04:00,177.0770721435547,0,180.63522742021624
2023-08-08 00:00:00-04:00,178.01763916015625,0,177.40536033790036
2023-08-09 00:00:00-04:00,176.42359924316406,0,178.05667289525417
2023-08-10 00:00:00-04:00,176.20579528808594,0,176.4814342382642
2023-08-11 00:00:00-04:00,176.2652587890625,0,175.88733549783882
2023-08-14 00:00:00-04:00,177.9209442138672,0,176.16073649594105
2023-08-15 00:00:00-04:00,175.92819213867188,0,177.90217997406066
2023-08-16 00:00:00-04:00,175.0557403564453,0,175.902546783601
2023-08-17 00:00:00-04:00,172.5077667236328,0,175.10562462046954
2023-08-18 00:00:00-04:00,172.9935760498047,1,172.64824670655227
2023-08-21 00:00:00-04:00,174.3319854736328,0,173.11940818912197
2023-08-22 00:00:00-04:00,175.71006774902344,0,174.2255092007582
2023-08-23 00:00:00-04:00,179.56671142578125,0,175.59405768319382
2023-08-24 00:00:00-04:00,174.8673858642578,0,179.2648387862318
2023-08-25 00:00:00-04:00,177.07826232910156,0,174.9549214292736
2023-08-28 00:00:00-04:00,178.6446990966797,0,177.1014995306039
2023-08-29 00:00:00-04:00,182.5409698486328,0,178.63400999884166
2023-08-30 00:00:00-04:00,186.04071044921875,0,182.49759169497398
2023-08-31 00:00:00-04:00,186.25880432128903,0,185.59823113025996
2023-09-01 00:00:00-04:00,187.83518981933597,0,186.20084017967804
2023-09-05 00:00:00-04:00,188.07313537597656,0,187.77220115787162
2023-09-06 00:00:00-04:00,181.3413543701172,0,188.1670494378265
2023-09-07 00:00:00-04:00,176.0372314453125,0,181.7140283837724
2023-09-08 00:00:00-04:00,176.65191650390625,0,176.39872721946278
2023-09-11 00:00:00-04:00,177.82179260253906,0,176.90134593387276
2023-09-12 00:00:00-04:00,174.7880401611328,0,177.86562382177289
2023-09-13 00:00:00-04:00,172.71597290039062,0,174.62022597169945
2023-09-14 00:00:00-04:00,174.23284912109375,0,172.63711426719453
2023-09-15 00:00:00-04:00,173.5091094970703,0,174.28222363976315
2023-09-18 00:00:00-04:00,176.4437255859375,0,173.5864840667478
2023-09-19 00:00:00-04:00,177.5343017578125,0,176.21437462390904
2023-09-20 00:00:00-04:00,173.98500061035156,0,177.34442945932975
2023-09-21 00:00:00-04:00,172.4383544921875,0,174.12177305150868
2023-09-22 00:00:00-04:00,173.29098510742188,0,172.52687523782703
2023-09-25 00:00:00-04:00,174.56991577148438,0,173.4534440092375
2023-09-26 00:00:00-04:00,170.48526000976562,0,174.5776261616992
2023-09-27 00:00:00-04:00,168.9683837890625,0,170.4655450672115
2023-09-28 00:00:00-04:00,169.22616577148438,0,169.0407288776565
2023-09-29 00:00:00-04:00,169.74169921875,0,169.3337606478747
2023-10-02 00:00:00-04:00,172.25990295410156,0,169.80189175291238
2023-10-03 00:00:00-04:00,170.92149353027344,0,171.98975919721622
2023-10-04 00:00:00-04:00,172.17068481445312,0,170.84588328487575
2023-10-05 00:00:00-04:00,173.4099578857422,0,172.129695678964
2023-10-06 00:00:00-04:00,175.96783447265625,0,173.3614643239284
2023-10-09 00:00:00-04:00,177.45497131347656,0,175.92993805204196
2023-10-10 00:00:00-04:00,176.860107421875,0,177.2636303479413
2023-10-11 00:00:00-04:00,178.25802612304688,0,176.86055666111162
2023-10-12 00:00:00-04:00,179.16024780273438,0,178.2388445611998
2023-10-13 00:00:00-04:00,177.31619262695312,0,179.19724131741535
2023-10-16 00:00:00-04:00,177.18728637695312,0,177.409833219571
2023-10-17 00:00:00-04:00,175.63075256347656,0,177.19466690535185
2023-10-18 00:00:00-04:00,174.3319854736328,0,175.7701028933461
2023-10-19 00:00:00-04:00,173.95526123046875,0,174.46309929965275
2023-10-20 00:00:00-04:00,171.3973846435547,0,173.94694856654374
2023-10-23 00:00:00-04:00,171.516357421875,0,171.52221043458866
2023-10-24 00:00:00-04:00,171.9525604248047,0,171.51903482960725
2023-10-25 00:00:00-04:00,169.6326446533203,0,171.9154577116797
2023-10-26 00:00:00-04:00,165.45870971679688,0,169.70482894403742
2023-10-27 00:00:00-04:00,166.77732849121094,0,165.5653621004003
2023-10-30 00:00:00-04:00,168.82957458496094,0,166.85718061891407
2023-10-31 00:00:00-04:00,169.30548095703125,0,168.79973122800217
2023-11-01 00:00:00-04:00,172.47802734375,0,169.14498085540538
2023-11-02 00:00:00-04:00,176.04714965820312,0,172.14621010507065
2023-11-03 00:00:00-04:00,175.13502502441406,0,175.87436291552922
2023-11-06 00:00:00-05:00,177.6929168701172,0,175.12608153340005
2023-11-07 00:00:00-05:00,180.2606964111328,0,177.5767191000834
2023-11-08 00:00:00-05:00,181.32151794433597,0,180.227271027489
2023-11-09 00:00:00-05:00,180.84567260742188,0,181.33379407672027
2023-11-10 00:00:00-05:00,185.04489135742188,0,180.75995609541752
2023-11-13 00:00:00-05:00,183.45651245117188,0,184.97320945867256
2023-11-14 00:00:00-05:00,186.0773162841797,0,183.52444636986033
2023-11-15 00:00:00-05:00,186.64317321777344,0,186.00345641558985
2023-11-16 00:00:00-05:00,188.33084106445312,0,186.54582073844236
2023-11-17 00:00:00-05:00,188.3109893798828,0,188.39269752058885
2023-11-20 00:00:00-05:00,190.05816650390625,0,188.1916106160987
2023-11-21 00:00:00-05:00,189.25405883789065,0,190.0722414183254
2023-11-22 00:00:00-05:00,189.919189453125,0,189.26076137756158
2023-11-24 00:00:00-05:00,188.5889434814453,0,189.95738887209626
2023-11-27 00:00:00-05:00,188.4102325439453,0,188.6276877047972
2023-11-28 00:00:00-05:00,189.01580810546875,0,188.51254558706688
2023-11-29 00:00:00-05:00,187.99331665039065,0,188.97916483020322
2023-11-30 00:00:00-05:00,188.56907653808597,0,188.05246909206585
2023-12-01 00:00:00-05:00,189.8497009277344,0,188.51042318349096
2023-12-04 00:00:00-05:00,188.05284118652344,0,189.79067802495925
2023-12-05 00:00:00-05:00,192.01385498046875,0,188.11276978859487
2023-12-06 00:00:00-05:00,190.9218597412109,0,191.84362468072558
2023-12-07 00:00:00-05:00,192.85769653320312,0,190.91277404725787
2023-12-08 00:00:00-05:00,194.2872314453125,0,192.81545289625592
2023-12-11 00:00:00-05:00,191.77560424804688,0,194.11424345802405
2023-12-12 00:00:00-05:00,193.29449462890625,0,191.97653456646492
2023-12-13 00:00:00-05:00,196.5208740234375,0,193.22526925973077
2023-12-14 00:00:00-05:00,196.66976928710935,0,196.46556709408762
2023-12-15 00:00:00-05:00,196.1336975097656,0,196.6356067416111
2023-12-18 00:00:00-05:00,194.4658966064453,0,196.00301982467477
2023-12-19 00:00:00-05:00,195.5082855224609,0,194.58943379496088
2023-12-20 00:00:00-05:00,193.4136199951172,0,195.64255539448325
2023-12-21 00:00:00-05:00,193.26467895507807,0,193.49947269039117
2023-12-22 00:00:00-05:00,192.19256591796875,0,193.2907348324429
2023-12-26 00:00:00-05:00,191.64654541015625,0,192.19377497532608
2023-12-27 00:00:00-05:00,191.7458038330078,0,191.7441358916547
2023-12-28 00:00:00-05:00,192.17269897460935,0,191.6853449982711
2023-12-29 00:00:00-05:00,191.1303253173828,0,192.15904454800182
